"April 18, 2013",6.45,6.65,6.55,6.55,34860000,0
"April 19, 2010",5.80,5.80,5.50,5.65,10260000,0
"April 19, 2011",4.10,4.20,4.05,4.15,25680000,0
"April 19, 2012",3.25,3.40,3.25,3.30,5910000,0
"April 19, 2013",6.55,6.65,6.55,6.60,16000000,0
"April 20, 2009",2.75,2.90,2.75,2.80,11220000,0
"April 20, 2010",5.65,5.85,5.70,5.75,5970000,0
"April 20, 2011",4.15,4.15,4.00,4.05,711600,0
"April 20, 2012",3.30,3.40,3.20,3.30,5120000,0
"April 20, 2015",17.20,17.40,17.00,17.25,5350000,0
"April 21, 2009",2.80,2.95,2.80,2.85,10870000,0
"April 21, 2010",5.75,5.85,5.75,5.80,5880000,0
"April 21, 2011",4.05,4.15,3.95,4.00,9600000,0
"April 21, 2011",4.05,4.15,3.95,4.00,9600000,0
"April 21, 2011",4.05,4.15,3.95,4.00,9600000,0
"April 21, 2015",17.25,17.40,17.05,17.20,5580000,0
"April 22, 2009",2.85,2.90,2.80,2.80,3600000,0
"April 22, 2010",5.80,5.90,5.50,5.80,5610000,0
"April 22, 2013",6.60,6.65,6.55,6.60,15180000,0
"April 22, 2014",13.20,13.30,13.10,13.20,11640000,0
"April 22, 2015",17.20,17.20,17.00,17.05,4110000,0
"April 23, 2008","5,126.26",5.00,5.00,5.00,0,0
"April 23, 2009",2.80,2.85,2.80,2.80,12100000,0
"April 23, 2010",5.80,5.90,5.80,5.80,4530000,0
"April 23, 2012",3.30,3.45,3.20,3.30,19070000,0
"April 23, 2012",3.30,3.45,3.20,3.30,19070000,0
"April 23, 2013",6.60,6.70,6.60,6.60,13180000,0
"April 23, 2014",13.20,13.10,12.90,13.00,14450000,0
"April 23, 2015",17.05,17.40,17.05,17.15,8080000,0
"April 24, 2009",2.80,2.85,2.65,2.75,8670000,0
"April 24, 2013",6.60,6.70,6.60,6.60,14370000,0
"April 24, 2014",13.00,13.30,13.00,13.15,8280000,0
"April 24, 2015",17.15,17.40,17.15,17.30,14060000,0
"April 25, 2012",3.30,3.50,3.30,3.35,12240000,0
"April 25, 2013",6.60,6.70,6.60,6.60,6620000,0
"April 25, 2014",13.15,13.20,13.00,13.05,28500000,0
"April 26, 2010",5.80,5.90,5.80,5.80,9340000,0
"April 26, 2011",4.00,4.05,3.85,3.95,11140000,0
"April 26, 2012",3.35,3.40,3.25,3.30,8830000,0
"April 26, 2013",6.60,6.70,6.60,6.65,8190000,0
"April 27, 2009",2.75,2.80,2.70,2.75,5280000,0
