Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,13.20,13.20,13.20,13.20,0.00,0.00
2015-12-30,13.20,13.20,13.20,13.20,200.00,0.00
2015-12-29,13.20,13.20,13.20,13.20,0.00,0.00
2015-12-28,13.20,13.20,13.20,13.20,0.00,0.00
2015-12-24,13.50,13.20,13.20,13.20,3000.00,0.00
2015-12-23,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-22,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-21,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-18,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-17,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-16,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-15,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-14,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-11,13.50,13.50,13.50,13.50,5100.00,0.00
2015-12-10,13.50,13.50,13.50,13.50,900.00,0.00
2015-12-09,13.50,13.50,13.50,13.50,0.00,0.00
2015-12-08,13.00,13.50,13.50,13.50,900.00,0.00
2015-12-07,13.00,13.00,13.00,13.00,0.00,0.00
2015-12-04,13.00,13.00,13.00,13.00,0.00,0.00
2015-12-03,13.00,13.00,13.00,13.00,100.00,0.00
2015-12-02,13.00,13.00,13.00,13.00,0.00,0.00
2015-12-01,13.00,13.00,13.00,13.00,0.00,0.00
2015-11-30,13.00,13.00,13.00,13.00,0.00,0.00
2015-11-27,13.00,13.00,13.00,13.00,300.00,0.00
2015-11-25,13.10,13.00,13.00,13.00,800.00,0.00
2015-11-24,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-23,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-20,13.35,13.10,13.10,13.10,2000.00,0.00
2015-11-19,13.35,13.35,13.35,13.35,0.00,0.00
2015-11-18,13.35,13.35,13.35,13.35,0.00,0.00
2015-11-17,13.10,13.35,13.35,13.35,100.00,0.00
2015-11-16,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-13,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-12,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-11,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-10,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-09,13.35,13.10,13.10,13.10,1000.00,0.00
2015-11-06,13.35,13.35,13.35,13.35,0.00,0.00
2015-11-05,13.20,13.35,13.35,13.35,200.00,0.00
2015-11-04,13.10,13.50,13.10,13.20,500.00,0.00
2015-11-03,13.10,13.10,13.10,13.10,0.00,0.00
2015-11-02,12.50,13.10,13.10,13.10,200.00,0.00
2015-10-30,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-29,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-28,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-27,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-26,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-23,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-22,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-21,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-19,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-16,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-15,12.50,12.50,12.50,12.50,400.00,0.00
2015-10-14,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-13,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-12,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-09,12.50,12.50,12.50,12.50,200.00,0.00
2015-10-08,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-07,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-05,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-02,12.50,12.50,12.50,12.50,0.00,0.00
2015-10-01,12.50,12.50,12.50,12.50,0.00,0.00
2015-09-30,12.50,12.50,12.50,12.50,0.00,0.00
2015-09-29,12.50,12.50,12.50,12.50,0.00,0.00
2015-09-28,12.50,12.50,12.50,12.50,0.00,0.00
2015-09-25,12.20,12.50,12.50,12.50,3000.00,0.00
2015-09-24,12.20,12.20,12.20,12.20,0.00,0.00
2015-09-23,12.20,12.20,12.20,12.20,0.00,0.00
